Question_Title,Question_ID,Author_Name,Author_ID,Author_Rep,Question_Post_Time,Question_Score,Number_Of_Views,Number_Of_Answers,Number_Of_Comments,"Edited,","Answer_Accepted,",Tags,Question_Closed
Scaling up an online game using SignalR,443387,Jez,125671,1268,2023-01-14 13:12:55,3,135,1,0,False,True,"['architecture', 'server', 'scalability']",False
Workaround for digits in beginning of identifier,443386,user877329,62851,385,2023-01-14 12:57:23,-1,72,1,1,True,True,['naming-standards'],False
How to implement a counter without global state?,443379,PieterV,422276,185,2023-01-13 17:07:55,3,238,2,6,True,True,"['state', 'globals']",False
Testing an assertion across all test cases,443370,krezno,403791,77,2023-01-13 09:52:49,1,112,2,0,True,False,"['database', 'unit-testing', 'testing']",False
Microservice arcitecture - seperation of services,443367,Martin C,343427,39,2023-01-13 06:39:06,1,137,4,0,False,False,"['c#', 'database', 'microservices', 'asp.net-core']",False
Design dilemma with relation between entities and 'global',443359,Erwin van Hoof,425576,129,2023-01-12 19:20:34,2,110,2,3,True,False,['design'],False
What are the long-term risks when working with a large number of use cases? [closed],443358,thePromisedLAN,423750,9,2023-01-12 18:51:00,-3,101,1,1,False,False,"['design-patterns', 'architecture', 'services']",True
How to propagate parameters through several architectural layers?,443354,UnbescholtenerBuerger,283725,171,2023-01-12 11:40:53,6,411,2,2,True,True,"['layers', 'embedded-systems', 'parameters']",False
Designing Products with multiple variations,443348,Subliminal Hash,294026,147,2023-01-12 07:41:03,2,97,2,1,True,False,"['design', 'c#', 'design-patterns', 'object-oriented-design', 'entity-framework']",False
Encoding text to image and decoding back to text,443347,Imtiaz,425549,23,2023-01-12 07:37:20,1,141,2,1,False,True,"['python', 'image-processing', 'visualization', 'export', 'qr-code']",False
Serving Cookies from Backend at different subdomain without being considered third party,443345,KJ Ang,425546,11,2023-01-12 04:15:44,0,65,0,2,False,False,"['deployment', 'login', 'cookies']",False
Assigning Relationships between various objects in a collection,443342,user2921885,425540,7,2023-01-12 01:23:23,-2,56,1,1,True,True,"['data-structures', 'collections', 'relationships']",False
Rest API: paths versus queryparams for user accounts,443341,aroooo,52359,245,2023-01-11 23:31:22,1,72,2,1,True,False,"['design', 'rest', 'api-design']",False
"How should I model the actors in a use case diagram for a platform that allows users to both watch videos and create their own channels, like YouTube?",443335,daklay,425521,33,2023-01-11 15:38:29,2,87,1,0,True,True,"['uml', 'use-case']",False
How to restrict the construction of a domain object to an external service?,443332,Douglas Monteiro,425507,29,2023-01-11 13:03:11,1,163,1,3,True,False,"['java', 'c#', 'object-oriented', 'domain-driven-design', 'clean-architecture']",False
How to handle data input in an BPMN?,443329,Daniel,154776,101,2023-01-11 10:01:37,0,28,0,5,True,False,"['business-process', 'bpmn']",False
Mapping class diagrams to source code,443328,Thomas Herondale,406181,27,2023-01-11 09:58:22,0,111,2,6,True,True,"['design', 'uml']",False
Testing REST API endpoints. How do I setup the tests?,443327,user,166557,439,2023-01-11 07:31:15,0,85,1,2,False,False,"['rest', 'testing']",False
Options for sharing frontend workflows across disparate applications,443321,Jordan Dantas,425461,9,2023-01-10 23:08:47,0,33,1,1,False,False,"['web-development', 'web-applications', 'microservices', 'front-end', 'microfrontends']",False
Template Source Control Repository,443319,Divan,150125,11,2023-01-10 18:51:25,0,75,2,5,True,True,"['git', 'github', 'templates']",False
"Conditional typedef depending on ""platform""",443316,Patrick Wright,400494,387,2023-01-10 15:59:46,1,104,1,3,True,True,['c++'],False
Replacing the Decorator design pattern with a list of methods,443312,crommy,425430,129,2023-01-10 10:40:41,2,187,2,2,False,False,"['design-patterns', 'decorator']",False
Is there some method to route UDP packets with micro-service architecture,443309,Yves,265685,211,2023-01-10 07:17:11,0,38,0,10,True,False,"['architecture', 'microservices', 'api-gateway']",False
class docstring or __doc__ docstring for namedtuple?,443306,theonlygusti,224123,360,2023-01-10 03:25:21,0,68,0,0,False,False,['python'],False
"Checking if a file exists before writing. Always avoid, or sensible with the right use case?",443304,candied_orange,131624,96500,2023-01-10 02:32:32,5,412,3,3,False,False,"['concurrency', 'file-handling', 'race-condition']",False
DDD - How to handle one transaction across multiple bounded contexts when doing Save on multi-purpose UI page,443296,Ramzi Hammouda,425389,131,2023-01-09 15:51:58,2,155,2,2,False,True,"['domain-driven-design', '.net']",False
Using PostgreSQL Row-Level-Security with Nested Relations,443295,Snowybluesky,425388,11,2023-01-09 15:35:55,1,23,0,0,True,False,['postgres'],False
Product Based Approach for Single Customer Projects,443294,Dan Saunders,169324,910,2023-01-09 14:47:48,3,84,2,0,False,False,['development-process'],False
Does my class violate the Single-Responsibility Principle? [duplicate],443292,tail,425385,11,2023-01-09 13:04:00,-1,81,1,1,False,False,"['java', 'solid', 'single-responsibility']",False
How to auto-scale a service based on requests count and internal processes,443287,S7H,418173,119,2023-01-09 06:12:12,1,50,1,3,True,False,"['rest', 'microservices', 'scaling']",False
What HTTP status code to return to differenciate resource not found from missing or deleted resource? [duplicate],443284,Random Alphabets,60755,187,2023-01-09 02:03:52,1,69,0,2,False,False,"['api', 'api-design']",False
Ho do I implement Database per Service pattern in Kubernetes?,443281,Invalid Name,Invalid ID,Invalid Rep,2023-01-08 18:06:24,-1,101,1,0,True,False,"['database', 'kubernetes', 'database-design', 'microservices']",False
Kafka on multiple instances of ec2,443274,Tomasz Przybyło,425339,21,2023-01-08 12:16:53,1,47,1,4,True,False,['apache-kafka'],False
Are self-written queues and linked lists really worth it (better than built-in arrays)?,443271,forty5,424974,31,2023-01-08 10:58:24,1,136,1,0,False,True,"['data-structures', 'queue', 'linked-list']",False
UML Class Diagram Excersise,443270,Luca Pedersoli,425335,31,2023-01-08 10:19:03,2,70,1,1,True,True,"['design', 'uml', 'class-diagram']",False
How to break a bloated decorator into smaller parts in Django?,443267,Farzad,413098,13,2023-01-08 06:44:09,0,47,1,6,False,True,"['rest', 'django', 'decorator']",False
How to implement converters without needing to implement every permutation,443264,ScottishTapWater,255555,195,2023-01-07 22:20:54,1,107,1,3,True,True,"['design-patterns', 'algorithms']",False
Use case diagrams,443259,Deema,425308,27,2023-01-07 09:19:43,1,56,1,4,False,False,"['use-case', 'functional-requirements']",False
API contract design for field attribution based schema,443256,user1778855,425305,111,2023-01-07 07:04:28,1,41,0,1,False,False,"['design-patterns', 'api', 'api-design', 'dto', 'schema']",False
Implement authorization logic also in frontend or send authorization info along with the resource?,443255,user3563059,327079,111,2023-01-07 06:42:47,1,61,2,0,False,False,"['client-server', 'authorization', 'front-end', 'engineering', 'access-control']",False
How can I use builders for products with incompatible interfaces?,443252,JS Lavertu,403088,111,2023-01-06 21:59:41,1,106,1,10,False,False,"['design-patterns', 'python', 'builder-pattern']",False
Design for the future or make it tightly coupled to the implementation,443249,john doe,242572,141,2023-01-06 20:44:16,3,122,1,7,False,True,"['design-patterns', 'architectural-patterns', 'swift-language']",False
Config streaming from producer to consumers in kubernetes,443247,Kiran Ramesh,425290,109,2023-01-06 17:15:10,0,23,0,4,False,False,"['pubsub', 'kubernetes']",False
What should we do in face of a failing sub in pub-sub?,443244,underthevoid,395549,500,2023-01-06 15:40:29,3,303,3,0,False,True,"['c#', 'domain-driven-design', 'cqrs', 'asp.net-core', 'pubsub']",False
How can i handle really long-term running tasks?,443230,Vrrl,425256,9,2023-01-05 23:59:26,0,179,3,2,False,False,"['architecture', 'message-queue', 'task', 'service-workers']",False
Async Polling REST API Design,443222,hmiguel,201675,109,2023-01-05 18:26:05,0,55,0,2,False,False,"['rest', 'api', 'api-design', 'polling', 'asynchronous']",False
What causes unpredictability when doing multi threading,443221,Dan,425242,329,2023-01-05 18:20:45,21,4000,8,17,True,True,['multithreading'],False
How to solve inter-dependency of the composed class on it's property,443210,Srini,425213,9,2023-01-05 08:27:54,0,78,1,2,True,False,"['design-patterns', 'factory-pattern']",False
Reading and writing with files using WinAPI in C++,443204,EL_9,425201,121,2023-01-04 20:03:17,1,153,3,4,False,True,['c++'],False
Domain Modeling / Architecture,443203,Justim Odendaal,184333,19,2023-01-04 19:48:39,1,120,1,10,True,False,"['c#', 'domain-driven-design', '.net', 'domain-model', 'clean-architecture']",False
What is the most efficient approach about dependencies versions?,443196,Jancer Lima,425185,113,2023-01-04 13:32:27,1,86,2,0,False,True,"['version-control', 'versioning', 'packages']",False
Implicit vs. explicit data structure retrieval from a REST API,443189,DarkTrick,345246,217,2023-01-04 04:00:40,10,2000,7,1,True,False,"['rest', 'front-end']",False
What's the difference between an Aggregate and a Model,443173,Mr. Boy,104623,231,2023-01-03 11:05:10,-1,91,2,6,True,False,['domain-driven-design'],False
"How to propagate lexical scope in a compiler, specifically around step-by-step functions?",443168,Lance,73722,2467,2023-01-03 04:36:00,0,127,3,0,True,False,"['compiler', 'scope']",False
Can Apache Pinot be used as a general purpose read model?,443166,user2864874,155090,111,2023-01-02 23:01:49,1,59,0,0,False,False,"['cqrs', 'apache-kafka']",False
Is there a better way to trigger API calls from an on Prem SQL Server without using a job scheduler?,443164,hnewbie,340465,11,2023-01-02 22:29:49,1,114,2,3,True,False,"['database', 'python', 'ssis']",False
Injecting Adapters Into Client,443159,ScottishTapWater,255555,195,2023-01-02 15:38:40,0,55,1,1,False,True,"['c#', 'dependency-injection', 'generic-programming']",False
GUID possible misuse as short term message id,443158,Martin,250649,241,2023-01-02 15:23:49,1,267,4,2,True,True,"['networking', 'messaging']",False
CQRS and events order,443154,Krzysztof,340377,133,2023-01-02 09:36:52,2,97,2,1,True,False,['cqrs'],False
CRUD for hierarchical data in ASP.NET - single view/controller vs. separate view/controllers?,443148,David,421412,7,2023-01-01 17:15:22,-1,73,1,1,False,False,"['design', 'design-patterns', 'asp.net', 'crud']",False
Loosened or sequential referential transparency [closed],443142,chanwoo ahn,425059,11,2023-01-01 06:25:13,0,51,1,2,False,True,"['functional-programming', 'robotics']",True
Is this factory method implementation a bad choice because it tightly couples our class with its dependencies?,443139,SomeJuniorDev,425051,49,2022-12-31 23:08:59,3,241,2,1,True,False,['java'],False
Best way to prevent people going overboard with Typescript?,443127,Invalid Name,Invalid ID,Invalid Rep,2022-12-31 00:41:58,1,297,3,1,True,False,"['type-systems', 'typescript']",False
How to implement a RegEx library in C [closed],443126,greybrunix,425018,29,2022-12-30 22:01:24,2,84,1,0,True,True,"['c', 'finite-state-machine', 'regular-expressions']",True
API Design - Creating one component vs two components whose difference is a required parameter,443125,Jose A,151252,285,2022-12-30 21:51:37,1,30,0,3,True,False,"['api-design', 'component']",False
Unit Testing - should / how should I write tests to cover new code that doesn't affect the interface of a method?,443113,gbro3n,31312,481,2022-12-30 11:44:00,1,215,5,5,True,True,"['unit-testing', 'mocking']",False
Is it best practice to only use still-supported languages when developing apps?,443108,Runeaway3,288000,183,2022-12-30 00:26:16,2,448,4,6,True,True,"['web-applications', 'development-process', 'angularjs', 'support', 'angular']",False
How can I mix this grid to guarantee it being solvable in X minimum steps?,443105,Florian Walther,378072,129,2022-12-29 21:13:07,2,168,3,2,False,False,"['algorithms', 'javascript', 'game-development', 'algorithm-analysis', 'games']",False
How multiple type lists are stored in memory?,443098,forty5,424974,31,2022-12-29 17:13:04,0,90,3,1,False,False,"['memory', 'array', 'list']",False
"Definition of ""collaborators"" (of an object) in Software Design?",443097,Mike Nakis,41811,31800,2022-12-29 16:33:18,3,266,3,5,True,True,"['design-patterns', 'terminology']",False
Separating model and applicative user in app,443088,Maor,395552,121,2022-12-29 08:07:32,0,55,1,3,True,True,"['design', 'object-oriented-design', 'application-design']",False
Transform scanned PDF documents into Excel using OCR,443081,Iestyn,424942,39,2022-12-28 23:45:39,2,101,1,2,False,False,['data'],False
Exposing only the getters of a singleton interface in C++,443077,RedYoel,424930,113,2022-12-28 16:58:08,1,97,1,10,True,True,"['design-patterns', 'c++', 'interfaces', 'inheritance']",False
Best ways to deal with unexpected bugs in already published npm packages,443073,Recleun,424927,19,2022-12-28 15:34:22,0,150,3,0,False,True,"['packages', 'production', 'npm']",False
